https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume AXS,Volume USDT,buyTakerAmount,buyTakerQuantity,tradeCount,weightedAverage
1719828000000,2024-07-01 10:00:00,AXS/USDT,6.2,6.2,6.2,6.2,0,0,0,0,0,6.2
1719824400000,2024-07-01 09:00:00,AXS/USDT,6.2,6.2,6.2,6.2,0,0,0,0,0,6.2
1719820800000,2024-07-01 08:00:00,AXS/USDT,6.2,6.2,6.2,6.2,0,0,0,0,0,6.2
1719817200000,2024-07-01 07:00:00,AXS/USDT,6.2,6.2,6.2,6.2,0,0,0,0,0,6.2
1719813600000,2024-07-01 06:00:00,AXS/USDT,6.2,6.2,6.2,6.2,0,0,0,0,0,6.2
1719810000000,2024-07-01 05:00:00,AXS/USDT,6.2,6.2,6.2,6.2,0,0,0,0,0,6.2
1719806400000,2024-07-01 04:00:00,AXS/USDT,6.2,6.2,6.2,6.2,0,0,0,0,0,6.2
1719802800000,2024-07-01 03:00:00,AXS/USDT,6.2,6.2,6.2,6.2,0,0,0,0,0,6.2
1719799200000,2024-07-01 02:00:00,AXS/USDT,6.2,6.2,6.2,6.2,0,0,0,0,0,6.2
1719795600000,2024-07-01 01:00:00,AXS/USDT,6.2,6.2,6.2,6.2,0,0,0,0,0,6.2
1719792000000,2024-07-01 00:00:00,AXS/USDT,6.2,6.2,6.2,6.2,0,0,0,0,0,6.2
1719788400000,2024-06-30 23:00:00,AXS/USDT,6.2,6.2,6.2,6.2,0,0,0,0,0,6.2
1719784800000,2024-06-30 22:00:00,AXS/USDT,6.2,6.2,6.2,6.2,0,0,0,0,0,6.2
1719781200000,2024-06-30 21:00:00,AXS/USDT,6.2,6.2,6.2,6.2,0,0,0,0,0,6.2
1719777600000,2024-06-30 20:00:00,AXS/USDT,6.2,6.2,6.2,6.2,0,0,0,0,0,6.2
1719774000000,2024-06-30 19:00:00,AXS/USDT,6.2,6.2,6.2,6.2,0,0,0,0,0,6.2
1719770400000,2024-06-30 18:00:00,AXS/USDT,6.2,6.2,6.2,6.2,0,0,0,0,0,6.2
1719766800000,2024-06-30 17:00:00,AXS/USDT,6.2,6.2,6.2,6.2,0.04,0.007077,0,0,2,6.2
1719763200000,2024-06-30 16:00:00,AXS/USDT,7.44,7.44,6.2,6.2,4.79,0.701883,2.63,0.354838,3,6.88
1719759600000,2024-06-30 15:00:00,AXS/USDT,7.47,7.47,7.47,7.47,0,0,0,0,0,6.24
1719756000000,2024-06-30 14:00:00,AXS/USDT,7.47,7.47,7.47,7.47,0,0,0,0,0,6.24
1719752400000,2024-06-30 13:00:00,AXS/USDT,7.47,7.47,7.47,7.47,0,0,0,0,0,6.24
1719748800000,2024-06-30 12:00:00,AXS/USDT,7.47,7.47,7.47,7.47,0,0,0,0,0,6.24
1719745200000,2024-06-30 11:00:00,AXS/USDT,7.47,7.47,7.47,7.47,0,0,0,0,0,6.24
1719741600000,2024-06-30 10:00:00,AXS/USDT,7.47,7.47,7.47,7.47,0,0,0,0,0,6.24
1719738000000,2024-06-30 09:00:00,AXS/USDT,7.47,7.47,7.47,7.47,0,0,0,0,0,6.24
1719734400000,2024-06-30 08:00:00,AXS/USDT,7.47,7.47,7.47,7.47,0,0,0,0,0,6.24
1719730800000,2024-06-30 07:00:00,AXS/USDT,7.47,7.47,7.47,7.47,0,0,0,0,0,6.24
1719727200000,2024-06-30 06:00:00,AXS/USDT,7.47,7.47,7.47,7.47,0,0,0,0,0,6.24
1719723600000,2024-06-30 05:00:00,AXS/USDT,7.47,7.47,7.47,7.47,0,0,0,0,0,6.24
1719720000000,2024-06-30 04:00:00,AXS/USDT,7.47,7.47,7.47,7.47,0,0,0,0,0,6.24
1719716400000,2024-06-30 03:00:00,AXS/USDT,7.47,7.47,7.47,7.47,0,0,0,0,0,6.24
1719712800000,2024-06-30 02:00:00,AXS/USDT,7.47,7.47,7.47,7.47,0,0,0,0,0,6.24
1719709200000,2024-06-30 01:00:00,AXS/USDT,7.47,7.47,7.47,7.47,0,0,0,0,0,6.24
1719705600000,2024-06-30 00:00:00,AXS/USDT,7.47,7.47,7.47,7.47,0,0,0,0,0,6.24
1719702000000,2024-06-29 23:00:00,AXS/USDT,7.47,7.47,7.47,7.47,0,0,0,0,0,6.24
1719698400000,2024-06-29 22:00:00,AXS/USDT,7.47,7.47,7.47,7.47,0,0,0,0,0,6.24
1719694800000,2024-06-29 21:00:00,AXS/USDT,7.47,7.47,7.47,7.47,0,0,0,0,0,6.24
1719691200000,2024-06-29 20:00:00,AXS/USDT,7.47,7.47,7.47,7.47,0,0,0,0,0,6.24
1719687600000,2024-06-29 19:00:00,AXS/USDT,6.21,7.47,6.21,7.47,92.03,14.750075,88.89,14.245357,39,6.24
1719684000000,2024-06-29 18:00:00,AXS/USDT,6.21,6.21,6.21,6.21,0,0,0,0,0,6.21
1719680400000,2024-06-29 17:00:00,AXS/USDT,6.21,6.21,6.21,6.21,0,0,0,0,0,6.21
1719676800000,2024-06-29 16:00:00,AXS/USDT,6.21,6.21,6.21,6.21,0,0,0,0,0,6.21
1719673200000,2024-06-29 15:00:00,AXS/USDT,6.21,6.21,6.21,6.21,0,0,0,0,0,6.21
1719669600000,2024-06-29 14:00:00,AXS/USDT,6.21,6.21,6.21,6.21,0,0,0,0,0,6.21
1719666000000,2024-06-29 13:00:00,AXS/USDT,6.21,6.21,6.21,6.21,0,0,0,0,0,6.21
1719662400000,2024-06-29 12:00:00,AXS/USDT,6.21,6.21,6.21,6.21,0,0,0,0,0,6.21
1719658800000,2024-06-29 11:00:00,AXS/USDT,6.21,6.21,6.21,6.21,0,0,0,0,0,6.21
1719655200000,2024-06-29 10:00:00,AXS/USDT,6.21,6.21,6.21,6.21,0,0,0,0,0,6.21
1719651600000,2024-06-29 09:00:00,AXS/USDT,6.21,6.21,6.21,6.21,0,0,0,0,0,6.21
1719648000000,2024-06-29 08:00:00,AXS/USDT,6.21,6.21,6.21,6.21,0,0,0,0,0,6.21
1719644400000,2024-06-29 07:00:00,AXS/USDT,6.21,6.21,6.21,6.21,0,0,0,0,0,6.21
1719640800000,2024-06-29 06:00:00,AXS/USDT,6.21,6.21,6.21,6.21,0,0,0,0,0,6.21
1719637200000,2024-06-29 05:00:00,AXS/USDT,6.21,6.21,6.21,6.21,0,0,0,0,0,6.21
1719633600000,2024-06-29 04:00:00,AXS/USDT,6.21,6.21,6.21,6.21,0,0,0,0,0,6.21
1719630000000,2024-06-29 03:00:00,AXS/USDT,6.21,6.21,6.21,6.21,0,0,0,0,0,6.21
1719626400000,2024-06-29 02:00:00,AXS/USDT,6.21,6.21,6.21,6.21,0,0,0,0,0,6.21
1719622800000,2024-06-29 01:00:00,AXS/USDT,6.21,6.21,6.21,6.21,0,0,0,0,0,6.21
1719619200000,2024-06-29 00:00:00,AXS/USDT,6.21,6.21,6.21,6.21,0,0,0,0,0,6.21
1719615600000,2024-06-28 23:00:00,AXS/USDT,6.21,6.21,6.21,6.21,0,0,0,0,0,6.21
1719612000000,2024-06-28 22:00:00,AXS/USDT,6.21,6.21,6.21,6.21,0,0,0,0,0,6.21
1719608400000,2024-06-28 21:00:00,AXS/USDT,6.21,6.21,6.21,6.21,0,0,0,0,0,6.21
1719604800000,2024-06-28 20:00:00,AXS/USDT,6.21,6.21,6.21,6.21,0,0,0,0,0,6.21
1719601200000,2024-06-28 19:00:00,AXS/USDT,6.21,6.21,6.21,6.21,0,0,0,0,0,6.21
1719597600000,2024-06-28 18:00:00,AXS/USDT,6.21,6.21,6.21,6.21,0,0,0,0,0,6.21
1719594000000,2024-06-28 17:00:00,AXS/USDT,6.21,6.21,6.21,6.21,0,0,0,0,0,6.21
1719590400000,2024-06-28 16:00:00,AXS/USDT,6.21,6.21,6.21,6.21,0,0,0,0,0,6.21
1719586800000,2024-06-28 15:00:00,AXS/USDT,6.21,6.21,6.21,6.21,0,0,0,0,0,6.21
1719583200000,2024-06-28 14:00:00,AXS/USDT,6.21,6.21,6.21,6.21,0,0,0,0,0,6.21
1719579600000,2024-06-28 13:00:00,AXS/USDT,6.21,6.21,6.21,6.21,0,0,0,0,0,6.21
1719576000000,2024-06-28 12:00:00,AXS/USDT,6.21,6.21,6.21,6.21,0,0,0,0,0,6.21
1719572400000,2024-06-28 11:00:00,AXS/USDT,6.21,6.21,6.21,6.21,0,0,0,0,0,6.21
1719568800000,2024-06-28 10:00:00,AXS/USDT,6.21,6.21,6.21,6.21,0,0,0,0,0,6.21
1719565200000,2024-06-28 09:00:00,AXS/USDT,6.21,6.21,6.21,6.21,0,0,0,0,0,6.21
1719561600000,2024-06-28 08:00:00,AXS/USDT,6.21,6.21,6.21,6.21,0,0,0,0,0,6.21
1719558000000,2024-06-28 07:00:00,AXS/USDT,6.21,6.21,6.21,6.21,0,0,0,0,0,6.21
1719554400000,2024-06-28 06:00:00,AXS/USDT,6.21,6.21,6.21,6.21,0,0,0,0,0,6.21
1719550800000,2024-06-28 05:00:00,AXS/USDT,6.21,6.21,6.21,6.21,0,0,0,0,0,6.21
1719547200000,2024-06-28 04:00:00,AXS/USDT,6.21,6.21,6.21,6.21,0,0,0,0,0,6.21
1719543600000,2024-06-28 03:00:00,AXS/USDT,6.21,6.21,6.21,6.21,0,0,0,0,0,6.21
1719540000000,2024-06-28 02:00:00,AXS/USDT,6.21,6.21,6.21,6.21,0,0,0,0,0,6.21
1719536400000,2024-06-28 01:00:00,AXS/USDT,6.21,6.21,6.21,6.21,0,0,0,0,0,6.21
1719532800000,2024-06-28 00:00:00,AXS/USDT,6.21,6.21,6.21,6.21,0,0,0,0,0,6.21
1719529200000,2024-06-27 23:00:00,AXS/USDT,6.21,6.21,6.21,6.21,0,0,0,0,0,6.21
1719525600000,2024-06-27 22:00:00,AXS/USDT,6.21,6.21,6.21,6.21,0,0,0,0,0,6.21
1719522000000,2024-06-27 21:00:00,AXS/USDT,6.21,6.21,6.21,6.21,0,0,0,0,0,6.21
1719518400000,2024-06-27 20:00:00,AXS/USDT,6.21,6.21,6.21,6.21,0,0,0,0,0,6.21
1719514800000,2024-06-27 19:00:00,AXS/USDT,6.21,6.21,6.21,6.21,0,0,0,0,0,6.21
1719511200000,2024-06-27 18:00:00,AXS/USDT,6.21,6.21,6.21,6.21,0,0,0,0,0,6.21
1719507600000,2024-06-27 17:00:00,AXS/USDT,6.21,6.21,6.21,6.21,0,0,0,0,0,6.21
1719504000000,2024-06-27 16:00:00,AXS/USDT,6.21,6.21,6.21,6.21,0,0,0,0,0,6.21
1719500400000,2024-06-27 15:00:00,AXS/USDT,6.21,6.21,6.21,6.21,0,0,0,0,0,6.21
1719496800000,2024-06-27 14:00:00,AXS/USDT,6.21,6.21,6.21,6.21,0,0,0,0,0,6.21
1719493200000,2024-06-27 13:00:00,AXS/USDT,6.21,6.21,6.21,6.21,0,0,0,0,0,6.21
1719489600000,2024-06-27 12:00:00,AXS/USDT,6.21,6.21,6.21,6.21,0,0,0,0,0,6.21
1719486000000,2024-06-27 11:00:00,AXS/USDT,6.21,6.21,6.21,6.21,0,0,0,0,0,6.21
1719482400000,2024-06-27 10:00:00,AXS/USDT,6.21,6.21,6.21,6.21,0,0,0,0,0,6.21
1719478800000,2024-06-27 09:00:00,AXS/USDT,6.21,6.21,6.21,6.21,0,0,0,0,0,6.21
1719475200000,2024-06-27 08:00:00,AXS/USDT,6.21,6.21,6.21,6.21,0,0,0,0,0,6.21
1719471600000,2024-06-27 07:00:00,AXS/USDT,6.21,6.21,6.21,6.21,0,0,0,0,0,6.21
1719468000000,2024-06-27 06:00:00,AXS/USDT,6.21,6.21,6.21,6.21,0,0,0,0,0,6.21
1719464400000,2024-06-27 05:00:00,AXS/USDT,6.21,6.21,6.21,6.21,0,0,0,0,0,6.21
1719460800000,2024-06-27 04:00:00,AXS/USDT,6.21,6.21,6.21,6.21,1.02,0.165282,0,0,1,6.21
1719457200000,2024-06-27 03:00:00,AXS/USDT,6.2,6.2,6.2,6.2,0,0,0,0,0,6.2
1719453600000,2024-06-27 02:00:00,AXS/USDT,6.2,6.2,6.2,6.2,0,0,0,0,0,6.2
1719450000000,2024-06-27 01:00:00,AXS/USDT,6.2,6.2,6.2,6.2,0,0,0,0,0,6.2
1719446400000,2024-06-27 00:00:00,AXS/USDT,6.2,6.2,6.2,6.2,0,0,0,0,0,6.2
1719442800000,2024-06-26 23:00:00,AXS/USDT,6.2,6.2,6.2,6.2,0,0,0,0,0,6.2
1719439200000,2024-06-26 22:00:00,AXS/USDT,6.2,6.2,6.2,6.2,0,0,0,0,0,6.2
1719435600000,2024-06-26 21:00:00,AXS/USDT,6.2,6.2,6.2,6.2,0,0,0,0,0,6.2
1719432000000,2024-06-26 20:00:00,AXS/USDT,6.2,6.2,6.2,6.2,0,0,0,0,0,6.2
1719428400000,2024-06-26 19:00:00,AXS/USDT,6.2,6.2,6.2,6.2,0,0,0,0,0,6.2
1719424800000,2024-06-26 18:00:00,AXS/USDT,6.2,6.2,6.2,6.2,0,0,0,0,0,6.2
1719421200000,2024-06-26 17:00:00,AXS/USDT,6.2,6.2,6.2,6.2,0,0,0,0,0,6.2
1719417600000,2024-06-26 16:00:00,AXS/USDT,6.2,6.2,6.2,6.2,0,0,0,0,0,6.2
1719414000000,2024-06-26 15:00:00,AXS/USDT,6.2,6.2,6.2,6.2,0,0,0,0,0,6.2
1719410400000,2024-06-26 14:00:00,AXS/USDT,6.2,6.2,6.2,6.2,0,0,0,0,0,6.2
1719406800000,2024-06-26 13:00:00,AXS/USDT,6.2,6.2,6.2,6.2,0,0,0,0,0,6.2
1719403200000,2024-06-26 12:00:00,AXS/USDT,6.2,6.2,6.2,6.2,0,0,0,0,0,6.2
1719399600000,2024-06-26 11:00:00,AXS/USDT,6.2,6.2,6.2,6.2,0,0,0,0,0,6.2
1719396000000,2024-06-26 10:00:00,AXS/USDT,6.2,6.2,6.2,6.2,0,0,0,0,0,6.2
1719392400000,2024-06-26 09:00:00,AXS/USDT,6.2,6.2,6.2,6.2,0,0,0,0,0,6.2
1719388800000,2024-06-26 08:00:00,AXS/USDT,6.2,6.2,6.2,6.2,7.99,1.290322,0,0,1,6.2
1719385200000,2024-06-26 07:00:00,AXS/USDT,6,6,6,6,0,0,0,0,0,6
1719381600000,2024-06-26 06:00:00,AXS/USDT,6,6,6,6,0,0,0,0,0,6
1719378000000,2024-06-26 05:00:00,AXS/USDT,6,6,6,6,0,0,0,0,0,6
1719374400000,2024-06-26 04:00:00,AXS/USDT,6,6,6,6,0,0,0,0,0,6
1719370800000,2024-06-26 03:00:00,AXS/USDT,6,6,6,6,0,0,0,0,0,6
1719367200000,2024-06-26 02:00:00,AXS/USDT,6,6,6,6,0,0,0,0,0,6
1719363600000,2024-06-26 01:00:00,AXS/USDT,6,6,6,6,0,0,0,0,0,6
1719360000000,2024-06-26 00:00:00,AXS/USDT,6,6,6,6,0,0,0,0,0,6
1719356400000,2024-06-25 23:00:00,AXS/USDT,6,6,6,6,0,0,0,0,0,6
1719352800000,2024-06-25 22:00:00,AXS/USDT,6,6,6,6,0,0,0,0,0,6
1719349200000,2024-06-25 21:00:00,AXS/USDT,6,6,6,6,0,0,0,0,0,6
1719345600000,2024-06-25 20:00:00,AXS/USDT,6,6,6,6,0,0,0,0,0,6
1719342000000,2024-06-25 19:00:00,AXS/USDT,6,6,6,6,0,0,0,0,0,6
1719338400000,2024-06-25 18:00:00,AXS/USDT,6,6,6,6,0,0,0,0,0,6
1719334800000,2024-06-25 17:00:00,AXS/USDT,6,6,6,6,0,0,0,0,0,6
1719331200000,2024-06-25 16:00:00,AXS/USDT,6,6,6,6,0,0,0,0,0,6
1719327600000,2024-06-25 15:00:00,AXS/USDT,6,6,6,6,0,0,0,0,0,6
1719324000000,2024-06-25 14:00:00,AXS/USDT,6,6,6,6,0,0,0,0,0,6
1719320400000,2024-06-25 13:00:00,AXS/USDT,6,6,6,6,0,0,0,0,0,6
1719316800000,2024-06-25 12:00:00,AXS/USDT,6,6,6,6,0,0,0,0,0,6
1719313200000,2024-06-25 11:00:00,AXS/USDT,6,6,6,6,0,0,0,0,0,6
1719309600000,2024-06-25 10:00:00,AXS/USDT,6,6,6,6,0,0,0,0,0,6
1719306000000,2024-06-25 09:00:00,AXS/USDT,6,6,6,6,0,0,0,0,0,6
1719302400000,2024-06-25 08:00:00,AXS/USDT,6,6,6,6,0,0,0,0,0,6
1719298800000,2024-06-25 07:00:00,AXS/USDT,6,6,6,6,0,0,0,0,0,6
1719295200000,2024-06-25 06:00:00,AXS/USDT,6,6,6,6,0,0,0,0,0,6
1719291600000,2024-06-25 05:00:00,AXS/USDT,6,6,6,6,0,0,0,0,0,6
1719288000000,2024-06-25 04:00:00,AXS/USDT,6,6,6,6,0,0,0,0,0,6
1719284400000,2024-06-25 03:00:00,AXS/USDT,6,6,6,6,0,0,0,0,0,6
1719280800000,2024-06-25 02:00:00,AXS/USDT,6,6,6,6,0,0,0,0,0,6
1719277200000,2024-06-25 01:00:00,AXS/USDT,6,6,6,6,0,0,0,0,0,6
1719273600000,2024-06-25 00:00:00,AXS/USDT,6,6,6,6,0,0,0,0,0,6
1719270000000,2024-06-24 23:00:00,AXS/USDT,6,6,6,6,0,0,0,0,0,6
1719266400000,2024-06-24 22:00:00,AXS/USDT,6,6,6,6,0,0,0,0,0,6
1719262800000,2024-06-24 21:00:00,AXS/USDT,6,6,6,6,0,0,0,0,0,6
1719259200000,2024-06-24 20:00:00,AXS/USDT,6,6,6,6,0,0,0,0,0,6
1719255600000,2024-06-24 19:00:00,AXS/USDT,6,6,6,6,0,0,0,0,0,6
1719252000000,2024-06-24 18:00:00,AXS/USDT,6,6,6,6,0,0,0,0,0,6
1719248400000,2024-06-24 17:00:00,AXS/USDT,6,6,6,6,0,0,0,0,0,6
1719244800000,2024-06-24 16:00:00,AXS/USDT,6,6,6,6,0,0,0,0,0,6
1719241200000,2024-06-24 15:00:00,AXS/USDT,6,6,6,6,0,0,0,0,0,6
1719237600000,2024-06-24 14:00:00,AXS/USDT,6,6,6,6,0,0,0,0,0,6
1719234000000,2024-06-24 13:00:00,AXS/USDT,6,6,6,6,0,0,0,0,0,6
1719230400000,2024-06-24 12:00:00,AXS/USDT,6,6,6,6,0,0,0,0,0,6
1719226800000,2024-06-24 11:00:00,AXS/USDT,6,6,6,6,0,0,0,0,0,6
1719223200000,2024-06-24 10:00:00,AXS/USDT,6,6,6,6,0,0,0,0,0,6
1719219600000,2024-06-24 09:00:00,AXS/USDT,6,6,6,6,0,0,0,0,0,6
1719216000000,2024-06-24 08:00:00,AXS/USDT,6,6,6,6,0,0,0,0,0,6
1719212400000,2024-06-24 07:00:00,AXS/USDT,6,6,6,6,0,0,0,0,0,6
1719208800000,2024-06-24 06:00:00,AXS/USDT,6,6,6,6,0,0,0,0,0,6
1719205200000,2024-06-24 05:00:00,AXS/USDT,6,6,6,6,0,0,0,0,0,6
1719201600000,2024-06-24 04:00:00,AXS/USDT,6,6,6,6,0,0,0,0,0,6
1719198000000,2024-06-24 03:00:00,AXS/USDT,6,6,6,6,0,0,0,0,0,6
1719194400000,2024-06-24 02:00:00,AXS/USDT,6,6,6,6,0,0,0,0,0,6
1719190800000,2024-06-24 01:00:00,AXS/USDT,6,6,6,6,0,0,0,0,0,6
1719187200000,2024-06-24 00:00:00,AXS/USDT,6,6,6,6,4.8,0.8,0,0,1,6
1719183600000,2024-06-23 23:00:00,AXS/USDT,7.99,7.99,7.99,7.99,0,0,0,0,0,7.34
1719180000000,2024-06-23 22:00:00,AXS/USDT,7.99,7.99,7.99,7.99,0,0,0,0,0,7.34
1719176400000,2024-06-23 21:00:00,AXS/USDT,7.99,7.99,7.99,7.99,0,0,0,0,0,7.34
1719172800000,2024-06-23 20:00:00,AXS/USDT,7.99,7.99,7.99,7.99,0,0,0,0,0,7.34
1719169200000,2024-06-23 19:00:00,AXS/USDT,7.99,7.99,7.99,7.99,0,0,0,0,0,7.34
1719165600000,2024-06-23 18:00:00,AXS/USDT,7.99,7.99,7.99,7.99,0,0,0,0,0,7.34
1719162000000,2024-06-23 17:00:00,AXS/USDT,7.99,7.99,7.99,7.99,0,0,0,0,0,7.34
1719158400000,2024-06-23 16:00:00,AXS/USDT,7.99,7.99,7.99,7.99,0,0,0,0,0,7.34
1719154800000,2024-06-23 15:00:00,AXS/USDT,6.48,7.99,6.48,7.99,15.73,2.160644,15.73,2.160644,10,7.34
1719151200000,2024-06-23 14:00:00,AXS/USDT,6.48,6.48,6.48,6.48,0,0,0,0,0,6.48
1719147600000,2024-06-23 13:00:00,AXS/USDT,6.48,6.48,6.48,6.48,0,0,0,0,0,6.48
1719144000000,2024-06-23 12:00:00,AXS/USDT,6.48,6.48,6.48,6.48,0,0,0,0,0,6.48
1719140400000,2024-06-23 11:00:00,AXS/USDT,6.48,6.48,6.48,6.48,0,0,0,0,0,6.48
1719136800000,2024-06-23 10:00:00,AXS/USDT,6.48,6.48,6.48,6.48,0,0,0,0,0,6.48
1719133200000,2024-06-23 09:00:00,AXS/USDT,6.48,6.48,6.48,6.48,0,0,0,0,0,6.48
1719129600000,2024-06-23 08:00:00,AXS/USDT,6.48,6.48,6.48,6.48,0,0,0,0,0,6.48
1719126000000,2024-06-23 07:00:00,AXS/USDT,6.48,6.48,6.48,6.48,0,0,0,0,0,6.48
1719122400000,2024-06-23 06:00:00,AXS/USDT,6.48,6.48,6.48,6.48,0,0,0,0,0,6.48
1719118800000,2024-06-23 05:00:00,AXS/USDT,6.48,6.48,6.48,6.48,0,0,0,0,0,6.48
1719115200000,2024-06-23 04:00:00,AXS/USDT,6.48,6.48,6.48,6.48,0,0,0,0,0,6.48
1719111600000,2024-06-23 03:00:00,AXS/USDT,6.48,6.48,6.48,6.48,0,0,0,0,0,6.48
1719108000000,2024-06-23 02:00:00,AXS/USDT,6.48,6.48,6.48,6.48,0,0,0,0,0,6.48
1719104400000,2024-06-23 01:00:00,AXS/USDT,6.48,6.48,6.48,6.48,0,0,0,0,0,6.48
1719100800000,2024-06-23 00:00:00,AXS/USDT,6.48,6.48,6.48,6.48,0,0,0,0,0,6.48
1719097200000,2024-06-22 23:00:00,AXS/USDT,6.48,6.48,6.48,6.48,0,0,0,0,0,6.48
1719093600000,2024-06-22 22:00:00,AXS/USDT,6.48,6.48,6.48,6.48,0,0,0,0,0,6.48
1719090000000,2024-06-22 21:00:00,AXS/USDT,6.48,6.48,6.48,6.48,0,0,0,0,0,6.48
1719086400000,2024-06-22 20:00:00,AXS/USDT,6.48,6.48,6.48,6.48,0,0,0,0,0,6.48
1719082800000,2024-06-22 19:00:00,AXS/USDT,6.48,6.48,6.48,6.48,0,0,0,0,0,6.48
1719079200000,2024-06-22 18:00:00,AXS/USDT,6.48,6.48,6.48,6.48,0,0,0,0,0,6.48
1719075600000,2024-06-22 17:00:00,AXS/USDT,6.48,6.48,6.48,6.48,0,0,0,0,0,6.48
1719072000000,2024-06-22 16:00:00,AXS/USDT,6.48,6.48,6.48,6.48,0,0,0,0,0,6.48
1719068400000,2024-06-22 15:00:00,AXS/USDT,6.48,6.48,6.48,6.48,1.29,0.200617,1.29,0.200617,1,6.48
1719064800000,2024-06-22 14:00:00,AXS/USDT,6.18,6.18,6.18,6.18,0,0,0,0,0,6.18
1719061200000,2024-06-22 13:00:00,AXS/USDT,6.18,6.18,6.18,6.18,0,0,0,0,0,6.18
1719057600000,2024-06-22 12:00:00,AXS/USDT,6.18,6.18,6.18,6.18,0,0,0,0,0,6.18
1719054000000,2024-06-22 11:00:00,AXS/USDT,6.18,6.18,6.18,6.18,0,0,0,0,0,6.18
1719050400000,2024-06-22 10:00:00,AXS/USDT,6.18,6.18,6.18,6.18,0,0,0,0,0,6.18
1719046800000,2024-06-22 09:00:00,AXS/USDT,6.18,6.18,6.18,6.18,0,0,0,0,0,6.18
1719043200000,2024-06-22 08:00:00,AXS/USDT,6.18,6.18,6.18,6.18,0,0,0,0,0,6.18
1719039600000,2024-06-22 07:00:00,AXS/USDT,6.18,6.18,6.18,6.18,0,0,0,0,0,6.18
1719036000000,2024-06-22 06:00:00,AXS/USDT,6.18,6.18,6.18,6.18,0,0,0,0,0,6.18
1719032400000,2024-06-22 05:00:00,AXS/USDT,6.18,6.18,6.18,6.18,0,0,0,0,0,6.18
1719028800000,2024-06-22 04:00:00,AXS/USDT,6.18,6.18,6.18,6.18,0,0,0,0,0,6.18
1719025200000,2024-06-22 03:00:00,AXS/USDT,6.18,6.18,6.18,6.18,0,0,0,0,0,6.18
1719021600000,2024-06-22 02:00:00,AXS/USDT,6.18,6.18,6.18,6.18,0,0,0,0,0,6.18
1719018000000,2024-06-22 01:00:00,AXS/USDT,6.18,6.18,6.18,6.18,0,0,0,0,0,6.18
1719014400000,2024-06-22 00:00:00,AXS/USDT,6.18,6.18,6.18,6.18,0,0,0,0,0,6.18
1719010800000,2024-06-21 23:00:00,AXS/USDT,6.18,6.18,6.18,6.18,0,0,0,0,0,6.18
1719007200000,2024-06-21 22:00:00,AXS/USDT,6.18,6.18,6.18,6.18,0,0,0,0,0,6.18
1719003600000,2024-06-21 21:00:00,AXS/USDT,6.18,6.18,6.18,6.18,0,0,0,0,0,6.18
1719000000000,2024-06-21 20:00:00,AXS/USDT,6.18,6.18,6.18,6.18,0,0,0,0,0,6.18
1718996400000,2024-06-21 19:00:00,AXS/USDT,6.18,6.18,6.18,6.18,0,0,0,0,0,6.18
1718992800000,2024-06-21 18:00:00,AXS/USDT,6.18,6.18,6.18,6.18,0,0,0,0,0,6.18
1718989200000,2024-06-21 17:00:00,AXS/USDT,6.18,6.18,6.18,6.18,0,0,0,0,0,6.18
1718985600000,2024-06-21 16:00:00,AXS/USDT,6.18,6.18,6.18,6.18,0,0,0,0,0,6.18
1718982000000,2024-06-21 15:00:00,AXS/USDT,6.18,6.18,6.18,6.18,0,0,0,0,0,6.18
1718978400000,2024-06-21 14:00:00,AXS/USDT,6.18,6.18,6.18,6.18,0,0,0,0,0,6.18
1718974800000,2024-06-21 13:00:00,AXS/USDT,6.18,6.18,6.18,6.18,0,0,0,0,0,6.18
1718971200000,2024-06-21 12:00:00,AXS/USDT,6.18,6.18,6.18,6.18,0,0,0,0,0,6.18
1718967600000,2024-06-21 11:00:00,AXS/USDT,6.18,6.18,6.18,6.18,0,0,0,0,0,6.18
1718964000000,2024-06-21 10:00:00,AXS/USDT,6.18,6.18,6.18,6.18,0,0,0,0,0,6.18
1718960400000,2024-06-21 09:00:00,AXS/USDT,6.18,6.18,6.18,6.18,0,0,0,0,0,6.18
1718956800000,2024-06-21 08:00:00,AXS/USDT,6.18,6.18,6.18,6.18,0,0,0,0,0,6.18
1718953200000,2024-06-21 07:00:00,AXS/USDT,6.18,6.18,6.18,6.18,0,0,0,0,0,6.18
1718949600000,2024-06-21 06:00:00,AXS/USDT,6.18,6.18,6.18,6.18,0,0,0,0,0,6.18
1718946000000,2024-06-21 05:00:00,AXS/USDT,6.18,6.18,6.18,6.18,0,0,0,0,0,6.18
1718942400000,2024-06-21 04:00:00,AXS/USDT,6.18,6.18,6.18,6.18,0,0,0,0,0,6.18
1718938800000,2024-06-21 03:00:00,AXS/USDT,6.18,6.18,6.18,6.18,0,0,0,0,0,6.18
1718935200000,2024-06-21 02:00:00,AXS/USDT,6.18,6.18,6.18,6.18,0,0,0,0,0,6.18
1718931600000,2024-06-21 01:00:00,AXS/USDT,6.18,6.18,6.18,6.18,0,0,0,0,0,6.18
1718928000000,2024-06-21 00:00:00,AXS/USDT,6.18,6.18,6.18,6.18,7.55,1.222058,0,0,1,6.18
1718924400000,2024-06-20 23:00:00,AXS/USDT,6.18,6.18,6.18,6.18,0,0,0,0,0,6.18
