https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume AXS,Volume USDT,buyTakerAmount,buyTakerQuantity,tradeCount,weightedAverage
1750816800000,2025-06-25 02:00:00,AXS/USDT,2.59,2.59,2.59,2.59,0,0,0,0,0,2.57
1750813200000,2025-06-25 01:00:00,AXS/USDT,2.59,2.59,2.59,2.59,0,0,0,0,0,2.57
1750809600000,2025-06-25 00:00:00,AXS/USDT,2.59,2.59,2.59,2.59,0,0,0,0,0,2.57
1750806000000,2025-06-24 23:00:00,AXS/USDT,2.59,2.59,2.59,2.59,0,0,0,0,0,2.57
1750802400000,2025-06-24 22:00:00,AXS/USDT,2.59,2.59,2.59,2.59,0,0,0,0,0,2.57
1750798800000,2025-06-24 21:00:00,AXS/USDT,2.59,2.59,2.59,2.59,0,0,0,0,0,2.57
1750795200000,2025-06-24 20:00:00,AXS/USDT,2.59,2.59,2.59,2.59,0,0,0,0,0,2.57
1750791600000,2025-06-24 19:00:00,AXS/USDT,2.59,2.59,2.59,2.59,0,0,0,0,0,2.57
1750788000000,2025-06-24 18:00:00,AXS/USDT,2.59,2.59,2.59,2.59,0,0,0,0,0,2.57
1750784400000,2025-06-24 17:00:00,AXS/USDT,2.59,2.59,2.59,2.59,0,0,0,0,0,2.57
1750780800000,2025-06-24 16:00:00,AXS/USDT,2.59,2.59,2.59,2.59,0,0,0,0,0,2.57
