coin,retorno_pct
LSK,9.616582999226274
LSK,-5.2318120612681485
LSK,-0.42705920371618467
LSK,10.353180241412808
LSK,-7.2451280679125984
LSK,1.965433472874789
LSK,-1.0123127626522899
LSK,-1.7170665184357947
LSK,3.5259419467793984
LSK,-2.509960625459151
LSK,3.3913557998616506
LSK,-3.784467745674258
LSK,-2.9634334398303985
LSK,-2.403999502997156
LSK,5.248691221116775
LSK,-2.2651425235044043
LSK,0.5257030610158253
LSK,2.166118181207266
LSK,-2.1240978871666205
LSK,-0.22544650029410196
LSK,-2.8645560259302427
LSK,0.764350074103759
LSK,2.3619038990186247
LSK,-0.6570245640992844
LSK,0.9071928003724361
LSK,0.0608245135669927
LSK,-0.09881915193979962
LSK,3.382094235222577
LSK,-10.806593273525177
LSK,-3.3230227618405883
LSK,-1.4692893295317089
LSK,-3.045764907601445
LSK,4.440114651687632
LSK,5.877433038004987
LSK,-3.4074901901867793
LSK,-4.194752932322232
LSK,0.07805593556122759
LSK,0.8206388374561113
LSK,3.4602076759426836e-07
LSK,4.210226297577857
LSK,1.069987107575332
LSK,-0.6701626027093455
LSK,-2.639784475017537
LSK,0.7495280349243849
LSK,-4.897246172921099
LSK,0.6377188999383776
LSK,-3.922882571620645
LSK,0.18618800169949434
LSK,2.202286572843093
LSK,-0.3024503231590647
LSK,-1.7223781826696705
LSK,0.8764586988304179
LSK,2.062044357417081
LSK,1.5943969905668043
LSK,1.278366561717026
LSK,-0.8565907641835957
LSK,-2.7940408915156034
LSK,-1.6387611106669864
LSK,-0.28986847279875994
LSK,-0.6538488648633933
LSK,2.5124255990810695
LSK,-3.798766666666664
LSK,-13.336086001118009
LSK,-4.40025814506837
LSK,-4.422937438262487
LSK,-1.4258378612299283
LSK,0.6628599927709811
LSK,-20.5232234871361
LSK,-10.127094415448978
LSK,6.884823732614742
LSK,-4.83837443331846
LSK,-1.249849635232414
LSK,-7.528127648495464
LSK,0.09293085666379763
LSK,-6.852579890353261
LSK,7.8136898619797
LSK,8.70968944733217
LSK,-0.6809509075536568
LSK,-5.339958878099981
LSK,4.699131975759552
LSK,-1.5016254078138003
LSK,-7.5553677204934555
LSK,2.5249864194723637
LSK,-4.136909490312524
LSK,-10.568236866033487
LSK,-0.4650156361389213
LSK,-0.21033333512110453
LSK,3.158839017641246
LSK,-3.8234217316972297
LSK,-1.7234546061208444
