https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LSK,Volume USDT,buyTakerAmount,buyTakerQuantity,tradeCount,weightedAverage
1693353600000,2023-08-30 00:00:00,LSK/USDT,0.7533,0.7533,0.7533,0.7533,0,0,0,0,0,0.728
1693267200000,2023-08-29 00:00:00,LSK/USDT,0.7041,0.7533,0.7041,0.7533,28.7428,39.5043,18.1172,24.5752,9,0.728
1693180800000,2023-08-28 00:00:00,LSK/USDT,0.6895,0.7422,0.6873,0.7146,171.8148,244.9349,43.9326,59.6638,16,0.702
1693094400000,2023-08-27 00:00:00,LSK/USDT,0.7482,0.7482,0.713,0.7467,408.838,548.0467,130.6237,174.9104,6,0.746
1693008000000,2023-08-26 00:00:00,LSK/USDT,0.7033,0.7033,0.7028,0.7028,11.3732,16.1758,0,0,2,0.703
1692921600000,2023-08-25 00:00:00,LSK/USDT,0.6971,0.6971,0.6971,0.6971,0,0,0,0,0,0.7146
1692835200000,2023-08-24 00:00:00,LSK/USDT,0.6971,0.6971,0.6971,0.6971,0,0,0,0,0,0.7146
1692748800000,2023-08-23 00:00:00,LSK/USDT,0.6971,0.6971,0.6971,0.6971,0,0,0,0,0,0.7146
1692662400000,2023-08-22 00:00:00,LSK/USDT,0.6971,0.6971,0.6971,0.6971,0,0,0,0,0,0.7146
1692576000000,2023-08-21 00:00:00,LSK/USDT,0.7149,0.7149,0.6971,0.6971,72.4587,101.3934,1.0725,1.5386,4,0.7146
1692489600000,2023-08-20 00:00:00,LSK/USDT,0.6602,0.7463,0.6602,0.7463,35.861,48.0557,35.8383,48.0214,2,0.7462
1692403200000,2023-08-19 00:00:00,LSK/USDT,0.685,0.685,0.685,0.685,0,0,0,0,0,0.6781
1692316800000,2023-08-18 00:00:00,LSK/USDT,0.6873,0.7019,0.6637,0.685,299.7023,442.1904,89.2938,130.3623,11,0.6781
1692230400000,2023-08-17 00:00:00,LSK/USDT,0.77,0.77,0.7,0.7,4.4288,5.9594,0,0,4,0.7441
1692144000000,2023-08-16 00:00:00,LSK/USDT,0.7615,0.7615,0.7615,0.7615,41.1767,54.0732,0,0,2,0.7615
1692057600000,2023-08-15 00:00:00,LSK/USDT,0.7615,0.7615,0.7615,0.7615,0,0,0,0,0,0.8403
1691971200000,2023-08-14 00:00:00,LSK/USDT,0.8406,0.8406,0.7615,0.7615,1.1035,1.3132,0,0,2,0.8403
1691884800000,2023-08-13 00:00:00,LSK/USDT,0.9192,0.9192,0.8226,0.9192,250.5101,300.8131,26.1189,30.9783,8,0.8329
1691798400000,2023-08-12 00:00:00,LSK/USDT,0.8213,0.8213,0.8213,0.8213,41.9157,51.0359,0,0,1,0.8213
1691712000000,2023-08-11 00:00:00,LSK/USDT,0.8339,0.8339,0.8339,0.8339,0,0,0,0,0,0.8339
1691625600000,2023-08-10 00:00:00,LSK/USDT,0.8339,0.8339,0.8339,0.8339,0,0,0,0,0,0.8339
1691539200000,2023-08-09 00:00:00,LSK/USDT,0.834,0.834,0.8339,0.8339,5.0422,6.046,0,0,2,0.8339
1691452800000,2023-08-08 00:00:00,LSK/USDT,0.8219,0.8219,0.8219,0.8219,0,0,0,0,0,0.8219
1691366400000,2023-08-07 00:00:00,LSK/USDT,0.8547,0.8547,0.8219,0.8219,2.994,3.6428,0,0,2,0.8219
1691280000000,2023-08-06 00:00:00,LSK/USDT,0.8547,0.8547,0.8547,0.8547,3.0044,3.5152,0,0,1,0.8547
1691193600000,2023-08-05 00:00:00,LSK/USDT,0.8788,0.9658,0.8788,0.9658,148.0398,168.2399,148.0398,168.2399,3,0.8799
1691107200000,2023-08-04 00:00:00,LSK/USDT,0.89,0.89,0.8821,0.8821,181.66,205,88.21,100,2,0.8861
1691020800000,2023-08-03 00:00:00,LSK/USDT,0.8704,0.8704,0.8704,0.8704,8.6898,9.9838,0,0,1,0.8704
1690934400000,2023-08-02 00:00:00,LSK/USDT,0.8644,0.9594,0.8644,0.9594,100.8366,105.3009,100.05,104.3909,5,0.9576
1690848000000,2023-08-01 00:00:00,LSK/USDT,0.8616,0.8616,0.8461,0.8461,202.3529,236.6617,80.8704,95.5803,4,0.855
1690761600000,2023-07-31 00:00:00,LSK/USDT,0.8272,0.8272,0.8272,0.8272,0,0,0,0,0,0.8029
1690675200000,2023-07-30 00:00:00,LSK/USDT,0.8272,0.8272,0.8272,0.8272,0,0,0,0,0,0.8029
1690588800000,2023-07-29 00:00:00,LSK/USDT,0.7999,0.8677,0.7999,0.8272,39.0353,48.6306,0,0,3,0.8029
1690502400000,2023-07-28 00:00:00,LSK/USDT,0.8422,0.8422,0.8422,0.8422,0,0,0,0,0,0.8422
1690416000000,2023-07-27 00:00:00,LSK/USDT,0.8422,0.8422,0.8422,0.8422,30.5546,36.2796,0,0,2,0.8422
1690329600000,2023-07-26 00:00:00,LSK/USDT,0.9076,0.9076,0.9076,0.9076,0,0,0,0,0,0.9075
1690243200000,2023-07-25 00:00:00,LSK/USDT,0.9075,0.9076,0.9075,0.9076,7.3001,8.0439,7.3001,8.0439,6,0.9075
1690156800000,2023-07-24 00:00:00,LSK/USDT,0.8298,0.8298,0.8298,0.8298,0,0,0,0,0,0.8289
1690070400000,2023-07-23 00:00:00,LSK/USDT,0.8298,0.8298,0.8298,0.8298,0,0,0,0,0,0.8289
1689984000000,2023-07-22 00:00:00,LSK/USDT,0.8298,0.8298,0.8298,0.8298,0,0,0,0,0,0.8289
1689897600000,2023-07-21 00:00:00,LSK/USDT,0.8259,0.8298,0.8259,0.8298,10.7398,12.9568,0,0,2,0.8289
1689811200000,2023-07-20 00:00:00,LSK/USDT,0.8231,0.8231,0.8231,0.8231,54.235,65.8912,0,0,1,0.8231
1689724800000,2023-07-19 00:00:00,LSK/USDT,0.8047,0.8236,0.8047,0.8236,2.3904,2.9412,1.3609,1.6912,2,0.8128
1689638400000,2023-07-18 00:00:00,LSK/USDT,0.8467,0.8467,0.8467,0.8467,0,0,0,0,0,0.8513
1689552000000,2023-07-17 00:00:00,LSK/USDT,0.8662,0.8662,0.8467,0.8467,59.1269,69.4531,0,0,4,0.8513
1689465600000,2023-07-16 00:00:00,LSK/USDT,0.8869,0.955,0.8597,0.8597,9.9448,11.1953,1.7287,1.8937,5,0.8889
1689379200000,2023-07-15 00:00:00,LSK/USDT,0.8621,1.002,0.8621,0.92,291.3784,332.3953,1.0194,1.02,5,0.8774
1689292800000,2023-07-14 00:00:00,LSK/USDT,0.9442,0.9442,0.8527,0.8527,210.8509,235.9097,99.9999,105.9097,2,0.896
1689206400000,2023-07-13 00:00:00,LSK/USDT,0.9417,0.9476,0.9321,0.9321,399.9694,423.2902,191.2734,203.0538,6,0.9449
1689120000000,2023-07-12 00:00:00,LSK/USDT,0.9447,0.9447,0.9447,0.9447,0,0,0,0,0,0.8699
1689033600000,2023-07-11 00:00:00,LSK/USDT,0.8632,0.9447,0.8632,0.9447,1.1302,1.3,1.1302,1.3,2,0.8699
1688947200000,2023-07-10 00:00:00,LSK/USDT,0.8594,0.8594,0.8594,0.8594,0,0,0,0,0,0.8594
1688860800000,2023-07-09 00:00:00,LSK/USDT,0.8594,0.8594,0.8594,0.8594,0,0,0,0,0,0.8594
1688774400000,2023-07-08 00:00:00,LSK/USDT,0.8594,0.8594,0.8594,0.8594,1.0999,1.2799,1.0999,1.2799,1,0.8594
1688688000000,2023-07-07 00:00:00,LSK/USDT,0.7815,0.7815,0.7815,0.7815,0,0,0,0,0,0.7815
1688601600000,2023-07-06 00:00:00,LSK/USDT,0.7815,0.7815,0.7815,0.7815,11.8788,15.2,0,0,1,0.7815
1688515200000,2023-07-05 00:00:00,LSK/USDT,0.8137,0.8137,0.8137,0.8137,0,0,0,0,0,0.7992
1688428800000,2023-07-04 00:00:00,LSK/USDT,0.7988,0.8137,0.7988,0.8137,572.2918,716.0317,554.5041,694.1715,8,0.7992
1688342400000,2023-07-03 00:00:00,LSK/USDT,0.7988,0.7988,0.7988,0.7988,0,0,0,0,0,0.8008
1688256000000,2023-07-02 00:00:00,LSK/USDT,0.7988,0.7988,0.7988,0.7988,0,0,0,0,0,0.8008
1688169600000,2023-07-01 00:00:00,LSK/USDT,0.8115,0.8127,0.7988,0.7988,53.7152,67.0778,8.287,10.2073,4,0.8008
1688083200000,2023-06-30 00:00:00,LSK/USDT,0.7769,0.8126,0.7769,0.8126,302.8326,386.4556,112.2581,142.6703,6,0.7836
1687996800000,2023-06-29 00:00:00,LSK/USDT,0.7769,0.7769,0.7769,0.7769,28.5302,36.7232,28.5302,36.7232,1,0.7769
1687910400000,2023-06-28 00:00:00,LSK/USDT,0.786,0.786,0.7522,0.7602,254.839,332.6404,0,0,9,0.7664
1687824000000,2023-06-27 00:00:00,LSK/USDT,0.85,0.85,0.85,0.85,0,0,0,0,0,0.8323
1687737600000,2023-06-26 00:00:00,LSK/USDT,0.8173,0.85,0.8173,0.85,69.3788,83.3757,69.3788,83.3757,4,0.8323
1687651200000,2023-06-25 00:00:00,LSK/USDT,0.8173,0.8173,0.8173,0.8173,1.0534,1.2889,1.0534,1.2889,1,0.8173
1687564800000,2023-06-24 00:00:00,LSK/USDT,0.8065,0.8065,0.8065,0.8065,0,0,0,0,0,0.8065
1687478400000,2023-06-23 00:00:00,LSK/USDT,0.8065,0.8065,0.8065,0.8065,1.6292,2.0202,1.6292,2.0202,1,0.8065
1687392000000,2023-06-22 00:00:00,LSK/USDT,0.7545,0.7891,0.7545,0.7665,22.5442,29.4374,3.8841,5.0896,4,0.7658
1687305600000,2023-06-21 00:00:00,LSK/USDT,0.7074,0.7074,0.6681,0.6769,134.1477,199.659,0,0,6,0.6719
1687219200000,2023-06-20 00:00:00,LSK/USDT,0.7892,0.7892,0.712,0.712,3.8007,5.0633,1.9999,2.5342,2,0.7526
1687132800000,2023-06-19 00:00:00,LSK/USDT,0.6973,0.6973,0.6973,0.6973,0,0,0,0,0,0.7343
1687046400000,2023-06-18 00:00:00,LSK/USDT,0.7461,0.7779,0.6973,0.6973,39.0688,53.3334,20.4927,26.6934,4,0.7343
1686960000000,2023-06-17 00:00:00,LSK/USDT,0.7095,0.7095,0.7095,0.7095,12.9805,18.2953,12.9805,18.2953,1,0.7095
1686873600000,2023-06-16 00:00:00,LSK/USDT,0.6998,0.7007,0.6973,0.6973,217.9896,311.9945,99.5661,142.163,11,0.6987
1686787200000,2023-06-15 00:00:00,LSK/USDT,0.7146,0.7146,0.6955,0.6955,7.4917,10.6172,0,0,3,0.7057
1686700800000,2023-06-14 00:00:00,LSK/USDT,0.7859,0.7859,0.757,0.7573,13.251,17.3868,10.9027,14.3988,3,0.7622
1686614400000,2023-06-13 00:00:00,LSK/USDT,0.6725,0.6725,0.6725,0.6725,0.1892,0.2814,0,0,1,0.6725
1686528000000,2023-06-12 00:00:00,LSK/USDT,0.6937,0.6937,0.6937,0.6937,0,0,0,0,0,0.6948
1686441600000,2023-06-11 00:00:00,LSK/USDT,0.6988,0.6991,0.6937,0.6937,40.3411,58.0616,8.5174,12.1863,4,0.6948
1686355200000,2023-06-10 00:00:00,LSK/USDT,0.7003,0.7003,0.6001,0.68,29.3734,43.1045,0,0,7,0.6826
1686268800000,2023-06-09 00:00:00,LSK/USDT,0.7747,0.7747,0.7747,0.7747,117.4824,151.6489,0,0,1,0.7747
1686182400000,2023-06-08 00:00:00,LSK/USDT,0.8146,0.8149,0.8146,0.8149,8.7986,10.7993,8.7986,10.7993,3,0.8147
1686096000000,2023-06-07 00:00:00,LSK/USDT,0.8199,0.8792,0.7781,0.7781,14.0949,17.178,6.8628,7.975,5,0.8225
1686009600000,2023-06-06 00:00:00,LSK/USDT,0.7709,0.7844,0.757,0.757,76.334,97.8984,0,0,8,0.7798
1685923200000,2023-06-05 00:00:00,LSK/USDT,0.8473,0.9196,0.7813,0.7813,126.3759,148.7447,118.3711,138.8494,12,0.8499
1685836800000,2023-06-04 00:00:00,LSK/USDT,0.8411,0.8458,0.8411,0.8418,178.0927,211.4576,178.0927,211.4576,4,0.8422
1685750400000,2023-06-03 00:00:00,LSK/USDT,0.7994,0.7994,0.7994,0.7994,0,0,0,0,0,0.7994
1685664000000,2023-06-02 00:00:00,LSK/USDT,0.7994,0.7994,0.7994,0.7994,0,0,0,0,0,0.7994
1685577600000,2023-06-01 00:00:00,LSK/USDT,0.7994,0.7994,0.7994,0.7994,1.1591,1.45,0,0,1,0.7994
1685491200000,2023-05-31 00:00:00,LSK/USDT,0.8348,0.8348,0.8348,0.8348,0,0,0,0,0,0.8348
1685404800000,2023-05-30 00:00:00,LSK/USDT,0.8348,0.8348,0.8348,0.8348,0,0,0,0,0,0.8348
1685318400000,2023-05-29 00:00:00,LSK/USDT,0.8348,0.8348,0.8348,0.8348,117.384,140.6134,117.384,140.6134,1,0.8348
1685232000000,2023-05-28 00:00:00,LSK/USDT,0.8144,0.8255,0.8144,0.8255,281.7631,345.8964,164.2806,201.6399,5,0.8145
1685145600000,2023-05-27 00:00:00,LSK/USDT,0.7867,0.7867,0.7867,0.7867,0,0,0,0,0,0.7867
1685059200000,2023-05-26 00:00:00,LSK/USDT,0.7867,0.7867,0.7867,0.7867,0.7843,0.997,0,0,1,0.7867
1684972800000,2023-05-25 00:00:00,LSK/USDT,0.8,0.8,0.7897,0.7966,65.2033,82.0381,64.2033,80.7881,5,0.7948
1684886400000,2023-05-24 00:00:00,LSK/USDT,0.8256,0.8256,0.8256,0.8256,1.032,1.25,0,0,1,0.8256
1684800000000,2023-05-23 00:00:00,LSK/USDT,0.8513,0.8513,0.8513,0.8513,0,0,0,0,0,0.8496
1684713600000,2023-05-22 00:00:00,LSK/USDT,0.8513,0.8513,0.8513,0.8513,0,0,0,0,0,0.8496
1684627200000,2023-05-21 00:00:00,LSK/USDT,0.8513,0.8513,0.8513,0.8513,0,0,0,0,0,0.8496
1684540800000,2023-05-20 00:00:00,LSK/USDT,0.8488,0.8513,0.8488,0.8513,7.9159,9.3172,0,0,2,0.8496
1684454400000,2023-05-19 00:00:00,LSK/USDT,0.8465,0.8465,0.844,0.844,152.9414,181.0353,0,0,2,0.8448
1684368000000,2023-05-18 00:00:00,LSK/USDT,0.8643,0.8647,0.8643,0.8647,12.3439,14.2771,12.3439,14.2771,3,0.8645
1684281600000,2023-05-17 00:00:00,LSK/USDT,0.8485,0.8514,0.8485,0.8514,10.5296,12.3727,0,0,2,0.851
1684195200000,2023-05-16 00:00:00,LSK/USDT,0.8546,0.8546,0.8432,0.8432,59.9664,71.1015,1.0255,1.2,2,0.8433
1684108800000,2023-05-15 00:00:00,LSK/USDT,0.8499,0.8499,0.8499,0.8499,10.0321,11.8039,10.0321,11.8039,3,0.8499
1684022400000,2023-05-14 00:00:00,LSK/USDT,0.8274,0.8274,0.8274,0.8274,0.2077,0.2511,0,0,1,0.8274
1683936000000,2023-05-13 00:00:00,LSK/USDT,0.8496,0.8496,0.8267,0.8267,20.0437,24.1567,16.6023,19.9999,5,0.8298
1683849600000,2023-05-12 00:00:00,LSK/USDT,0.85,0.85,0.8056,0.8056,28.2677,33.7416,0,0,10,0.8379
1683763200000,2023-05-11 00:00:00,LSK/USDT,0.8502,0.8502,0.8502,0.8502,42.51,50,0,0,1,0.8502
1683676800000,2023-05-10 00:00:00,LSK/USDT,0.8813,0.8827,0.8738,0.8827,253.8312,287.7732,253.8312,287.7732,5,0.882
1683590400000,2023-05-09 00:00:00,LSK/USDT,0.8813,0.8813,0.8813,0.8813,0,0,0,0,0,0.8819
1683504000000,2023-05-08 00:00:00,LSK/USDT,0.9003,0.9003,0.8813,0.8813,131.6375,149.259,127.8476,145.0489,5,0.8819
1683417600000,2023-05-07 00:00:00,LSK/USDT,0.9213,0.9213,0.9185,0.9204,62.0915,67.4935,43.7142,47.4935,8,0.9199
1683331200000,2023-05-06 00:00:00,LSK/USDT,0.9766,1.013,0.9766,0.9984,5.5711,5.6003,5.5711,5.6003,3,0.9949
1683244800000,2023-05-05 00:00:00,LSK/USDT,0.94,0.9666,0.94,0.9582,424.745,448.9451,234.5174,248.3506,15,0.9461
1683158400000,2023-05-04 00:00:00,LSK/USDT,0.9278,0.9278,0.9278,0.9278,0.8853,0.9543,0,0,1,0.9278
1683072000000,2023-05-03 00:00:00,LSK/USDT,1.004,1.0043,1.004,1.004,10.2762,10.235,10.2762,10.235,8,1.004
1682985600000,2023-05-02 00:00:00,LSK/USDT,0.9213,0.9213,0.921,0.921,24.1099,26.1774,0,0,2,0.921
1682899200000,2023-05-01 00:00:00,LSK/USDT,0.9879,0.9879,0.9294,0.9294,8.5761,9.1331,5.6628,6.0072,4,0.9393
1682812800000,2023-04-30 00:00:00,LSK/USDT,0.963,0.963,0.963,0.963,13.654,14.1787,0,0,1,0.963
1682726400000,2023-04-29 00:00:00,LSK/USDT,0.9633,0.9633,0.963,0.963,122.3027,127,0,0,4,0.963
1682640000000,2023-04-28 00:00:00,LSK/USDT,0.9455,0.9602,0.9455,0.9599,8.6569,9.0387,0,0,3,0.9577
1682553600000,2023-04-27 00:00:00,LSK/USDT,0.9882,0.9882,0.9882,0.9882,0,0,0,0,0,0.9793
1682467200000,2023-04-26 00:00:00,LSK/USDT,0.9792,0.9882,0.9792,0.9882,55.8571,57.0342,0,0,2,0.9793
1682380800000,2023-04-25 00:00:00,LSK/USDT,0.9572,0.9572,0.9397,0.9487,39.0295,41.178,0,0,5,0.9478
1682294400000,2023-04-24 00:00:00,LSK/USDT,0.9936,0.9936,0.9935,0.9935,5.0234,5.0562,0,0,2,0.9935
1682208000000,2023-04-23 00:00:00,LSK/USDT,1.0296,1.0318,0.9949,0.996,672.1312,658.8128,632.5957,619.2046,17,1.0204
1682121600000,2023-04-22 00:00:00,LSK/USDT,1.1014,1.2813,1.0529,1.0632,1807.749,1497.8606,1754.2591,1449.8401,39,1.2092
1682035200000,2023-04-21 00:00:00,LSK/USDT,1.0505,1.0505,1.0505,1.0505,52.525,50,0,0,1,1.0505
1681948800000,2023-04-20 00:00:00,LSK/USDT,1.0454,1.0454,1.0454,1.0454,0,0,0,0,0,1.0273
1681862400000,2023-04-19 00:00:00,LSK/USDT,1.0057,1.0454,1.0057,1.0454,99.5088,96.8963,54.2523,51.8963,2,1.0273
1681776000000,2023-04-18 00:00:00,LSK/USDT,1.0891,1.0937,1.0891,1.0937,48.5713,44.427,48.5713,44.427,2,1.0932
1681689600000,2023-04-17 00:00:00,LSK/USDT,1.0828,1.0828,0.9959,0.9959,250.4066,241.9672,0,0,4,1.0366
1681603200000,2023-04-16 00:00:00,LSK/USDT,1.102,1.102,1.102,1.102,43.2981,39.2905,43.2981,39.2905,1,1.102
1681516800000,2023-04-15 00:00:00,LSK/USDT,1.0767,1.108,1.0767,1.108,2.8429,2.5713,2.6339,2.3772,2,1.1056
1681430400000,2023-04-14 00:00:00,LSK/USDT,1.0759,1.1152,1.0012,1.1152,40.0911,37.2909,28.5423,26.4786,7,1.0753
1681344000000,2023-04-13 00:00:00,LSK/USDT,1.0627,1.1148,0.9959,1.1148,217.7296,206.6893,112.7785,104.2682,8,1.0545
1681257600000,2023-04-12 00:00:00,LSK/USDT,1.0797,1.0797,1.019,1.019,102.6728,100.4844,96.7128,94.9096,3,1.0219
1681171200000,2023-04-11 00:00:00,LSK/USDT,1.1163,1.1246,1.1035,1.1182,216.418,193.9532,137.9569,122.8512,9,1.1159
1681084800000,2023-04-10 00:00:00,LSK/USDT,1.1043,1.1043,1.1043,1.1043,117.4611,106.3671,117.4611,106.3671,1,1.1043
1680998400000,2023-04-09 00:00:00,LSK/USDT,1.1757,1.206,1.0997,1.1175,551.0176,496.406,382.6774,343.7031,12,1.1101
1680912000000,2023-04-08 00:00:00,LSK/USDT,1.1089,1.1089,1.1089,1.1089,15.5013,13.979,15.5013,13.979,1,1.1089
1680825600000,2023-04-07 00:00:00,LSK/USDT,1.2141,1.22,1.0824,1.1089,527.5582,466.2459,396.3242,346.6284,8,1.1333
1680739200000,2023-04-06 00:00:00,LSK/USDT,1.1419,1.1552,1.1128,1.1552,154.9768,138.015,43.6968,38.015,5,1.1231
1680652800000,2023-04-05 00:00:00,LSK/USDT,1.098,1.098,1.0392,1.0392,7.348,6.7217,6.7764,6.1716,3,1.0934
1680566400000,2023-04-04 00:00:00,LSK/USDT,1.0547,1.0666,1.0547,1.0666,165.1422,155.3281,165.1422,155.3281,2,1.0632
1680480000000,2023-04-03 00:00:00,LSK/USDT,1.0529,1.0851,1,1.0612,1773.2765,1664.6435,1773.2765,1664.6435,16,1.0654
1680393600000,2023-04-02 00:00:00,LSK/USDT,1.1302,1.1944,0.9987,0.9988,2611.3434,2451.6053,1689.6435,1572.4175,25,1.0711
1680307200000,2023-04-01 00:00:00,LSK/USDT,1.0902,1.137,1.0763,1.1017,407.9327,368.6277,256.5102,232.9398,8,1.1067
1680220800000,2023-03-31 00:00:00,LSK/USDT,1.0485,1.0585,1.0123,1.0585,268.4877,254.6155,100.202,94.7,8,1.0545
1680134400000,2023-03-30 00:00:00,LSK/USDT,1.0485,1.0485,1.0485,1.0485,31.455,30,0,0,1,1.0485
1680048000000,2023-03-29 00:00:00,LSK/USDT,0.9987,1.0382,0.9987,1.0382,55.4559,53.6131,0,0,3,1.0345
1679961600000,2023-03-28 00:00:00,LSK/USDT,0.9908,0.9908,0.9812,0.9812,37.521,38.1978,0,0,4,0.9822
1679875200000,2023-03-27 00:00:00,LSK/USDT,1.0425,1.0425,1.011,1.011,150.5286,145.5208,135.3636,130.5208,7,1.0344
1679788800000,2023-03-26 00:00:00,LSK/USDT,1.0944,1.0944,1.0596,1.0596,56.5677,53.2654,2.1975,2.008,3,1.062
1679702400000,2023-03-25 00:00:00,LSK/USDT,1.0865,1.0865,1.0865,1.0865,2.1643,1.992,0,0,1,1.0865
1679616000000,2023-03-24 00:00:00,LSK/USDT,1.0606,1.0691,1.0523,1.0523,58.0282,54.5168,32.5167,30.463,4,1.0644
1679529600000,2023-03-23 00:00:00,LSK/USDT,1.0403,1.0403,1.0299,1.03,1100.083,1063.0437,576.5472,559.7555,11,1.0348
1679443200000,2023-03-22 00:00:00,LSK/USDT,1.0678,1.0678,0.9845,0.9845,98.5693,100.1212,0,0,2,0.9845
1679356800000,2023-03-21 00:00:00,LSK/USDT,1.0678,1.0678,1.0678,1.0678,4.2756,4.0042,0,0,1,1.0678
1679270400000,2023-03-20 00:00:00,LSK/USDT,1.149,1.2065,1.1082,1.1082,13.409,11.2989,12.259,10.2612,6,1.1877
1679184000000,2023-03-19 00:00:00,LSK/USDT,1.1248,1.1248,1.1195,1.1195,10.3302,9.2228,1.1203,0.996,2,1.12
1679097600000,2023-03-18 00:00:00,LSK/USDT,1.111,1.1155,1.0734,1.0902,114.7695,105.2816,4.5212,4.1777,6,1.0901
1679011200000,2023-03-17 00:00:00,LSK/USDT,1.1,1.1,1.1,1.1,20.7952,18.9048,20.7952,18.9048,1,1.1
1678924800000,2023-03-16 00:00:00,LSK/USDT,1.132,1.132,1.0528,1.0528,141.1405,129.1976,141.1405,129.1976,3,1.0938
1678838400000,2023-03-15 00:00:00,LSK/USDT,0.9907,0.9907,0.9907,0.9907,0.9882,0.9975,0,0,1,0.9907
1678752000000,2023-03-14 00:00:00,LSK/USDT,1.0423,1.0807,0.9855,1.0807,877.6333,834.6942,876.6054,833.6942,12,1.0517
1678665600000,2023-03-13 00:00:00,LSK/USDT,0.941,1.0347,0.8328,1.0022,480.8241,550.3777,339.6602,406.4059,14,0.879
1678579200000,2023-03-12 00:00:00,LSK/USDT,0.8934,0.91,0.8785,0.91,127.6724,143.4574,96.3736,107.8299,5,0.89
1678492800000,2023-03-11 00:00:00,LSK/USDT,0.87,0.8927,0.7571,0.8927,1931.6097,2231.0916,1715.7863,1971.6098,28,0.8664
1678406400000,2023-03-10 00:00:00,LSK/USDT,0.87,0.87,0.87,0.87,9.9999,11.4942,0,0,2,0.87
1678320000000,2023-03-09 00:00:00,LSK/USDT,0.97,0.97,0.9004,0.9004,16.6472,18.2099,0,0,7,0.9148
1678233600000,2023-03-08 00:00:00,LSK/USDT,1.0062,1.0062,0.97,0.97,22.0403,22.1648,20.9539,21.0448,5,0.9944
1678147200000,2023-03-07 00:00:00,LSK/USDT,1.012,1.012,1.01,1.01,613.6163,606.4705,442.3643,437.1505,13,1.0117
1678060800000,2023-03-06 00:00:00,LSK/USDT,1.0806,1.0806,1.0363,1.0423,70.3884,65.7053,52.9494,49,4,1.0715
1677974400000,2023-03-05 00:00:00,LSK/USDT,1.0807,1.0807,1.0807,1.0807,0,0,0,0,0,1.0807
1677888000000,2023-03-04 00:00:00,LSK/USDT,1.0807,1.0807,1.0807,1.0807,19.2556,17.8178,0,0,1,1.0807
1677801600000,2023-03-03 00:00:00,LSK/USDT,1.1046,1.1046,1.0197,1.0671,520.5698,475.8413,0,0,11,1.0946
1677715200000,2023-03-02 00:00:00,LSK/USDT,1.249,1.249,1.1104,1.1104,28.1805,25.2217,3.3028,2.8349,9,1.1179
1677628800000,2023-03-01 00:00:00,LSK/USDT,1.143,1.143,1.1397,1.1397,4.6687,4.0938,0,0,2,1.1404
1677542400000,2023-02-28 00:00:00,LSK/USDT,1.1558,1.1661,1.1558,1.1661,35.3279,30.3436,0,0,2,1.1642
1677456000000,2023-02-27 00:00:00,LSK/USDT,1.2394,1.2394,1.1434,1.1434,46.5747,39.1368,45.5513,38.2418,3,1.1919
1677369600000,2023-02-26 00:00:00,LSK/USDT,1.1907,1.1907,1.1896,1.1896,152.3512,127.9777,152.3512,127.9777,2,1.1904
1677283200000,2023-02-25 00:00:00,LSK/USDT,1.23,1.24,1.1481,1.1657,164.2585,134.7207,125.9093,101.5469,8,1.2203
1677196800000,2023-02-24 00:00:00,LSK/USDT,1.2279,1.2279,1.1295,1.1564,130.9282,112.4487,94.3496,80.0639,5,1.1654
1677110400000,2023-02-23 00:00:00,LSK/USDT,1.1644,1.1644,1.1644,1.1644,0,0,0,0,0,1.1651
1677024000000,2023-02-22 00:00:00,LSK/USDT,1.17,1.17,1.1644,1.1644,7.6224,6.5419,0,0,3,1.1651
1676937600000,2023-02-21 00:00:00,LSK/USDT,1.2614,1.2614,1.2614,1.2614,0,0,0,0,0,1.274
1676851200000,2023-02-20 00:00:00,LSK/USDT,1.2752,1.2752,1.2614,1.2614,12.5605,9.8592,11.4768,9,2,1.274
1676764800000,2023-02-19 00:00:00,LSK/USDT,1.2251,1.3157,1.2251,1.3049,865.1073,668.8165,839.2157,648.8586,18,1.2937
1676678400000,2023-02-18 00:00:00,LSK/USDT,1.19,1.2095,1.19,1.2028,70.3002,58.6124,70.3002,58.6124,4,1.1994
1676592000000,2023-02-17 00:00:00,LSK/USDT,1.1441,1.1528,1.139,1.1528,109.2783,95.3029,0,0,3,1.1466
1676505600000,2023-02-16 00:00:00,LSK/USDT,1.1409,1.2651,1.1196,1.1196,244.3419,207.382,127.8056,109.0954,10,1.1783
1676419200000,2023-02-15 00:00:00,LSK/USDT,1.0801,1.0801,1.0801,1.0801,1.3414,1.242,0,0,1,1.0801
1676332800000,2023-02-14 00:00:00,LSK/USDT,1.0142,1.0142,1.0142,1.0142,3.0304,2.988,0,0,1,1.0142
1676246400000,2023-02-13 00:00:00,LSK/USDT,1.0386,1.0386,1.0386,1.0386,0,0,0,0,0,1.0386
1676160000000,2023-02-12 00:00:00,LSK/USDT,1.0386,1.0386,1.0386,1.0386,0,0,0,0,0,1.0386
1676073600000,2023-02-11 00:00:00,LSK/USDT,1.0529,1.0529,1.0386,1.0386,14.91170093,14.3575,0,0,2,1.038600100970842096
1675987200000,2023-02-10 00:00:00,LSK/USDT,0.9899,1.1027,0.9899,1.0529,27.66331388,26.1292,3.0048575,2.725,4,1.059005505103714638
